0.07, 0.4, 0.48, 0.5, 0.54, 0.35, 0.44, 1
0.21, 0.34, 0.48, 0.5, 0.51, 0.28, 0.39, 1
0.44, 0.27, 0.48, 0.5, 0.55, 0.52, 0.58, 1
0.23, 0.4, 0.48, 0.5, 0.39, 0.28, 0.38, 1
0.41, 0.57, 0.48, 0.5, 0.39, 0.21, 0.32, 1
0.51, 0.54, 0.48, 0.5, 0.41, 0.34, 0.43, 1
0.36, 0.39, 0.48, 0.5, 0.48, 0.22, 0.23, 1
0.21, 0.51, 0.48, 0.5, 0.5, 0.32, 0.41, 1
0.36, 0.54, 0.48, 0.5, 0.41, 0.38, 0.46, 1
0.28, 0.38, 0.48, 0.5, 0.5, 0.33, 0.42, 1
0.61, 0.45, 0.48, 0.5, 0.48, 0.35, 0.41, 1
0.17, 0.38, 0.48, 0.5, 0.45, 0.42, 0.5, 1
0.43, 0.4, 0.48, 0.5, 0.39, 0.28, 0.39, 1
0.29, 0.3, 0.48, 0.5, 0.45, 0.03, 0.17, 1
0.44, 0.34, 0.48, 0.5, 0.3, 0.33, 0.43, 1
0.44, 0.56, 0.48, 0.5, 0.5, 0.46, 0.54, 1
0.37, 0.5, 0.48, 0.5, 0.42, 0.36, 0.45, 1
0.42, 0.3, 0.48, 0.5, 0.48, 0.26, 0.36, 1
0.41, 0.43, 0.48, 0.5, 0.45, 0.31, 0.41, 1
0.51, 0.46, 0.48, 0.5, 0.58, 0.31, 0.41, 1
0.33, 0.47, 0.48, 0.5, 0.53, 0.18, 0.29, 1
0.26, 0.5, 0.48, 0.5, 0.44, 0.32, 0.41, 1
0.44, 0.49, 0.48, 0.5, 0.39, 0.38, 0.4, 1
0.41, 0.51, 0.48, 0.5, 0.58, 0.2, 0.31, 1
0.04, 0.31, 0.48, 0.5, 0.41, 0.29, 0.39, 1
0.4, 0.46, 0.48, 0.5, 0.42, 0.35, 0.44, 1
0.23, 0.34, 0.48, 0.5, 0.43, 0.26, 0.37, 1
0.37, 0.44, 0.48, 0.5, 0.42, 0.39, 0.47, 1
0.3, 0.44, 0.48, 0.5, 0.49, 0.22, 0.33, 1
0.27, 0.3, 0.48, 0.5, 0.71, 0.28, 0.39, 1
0.27, 0.42, 0.48, 0.5, 0.37, 0.38, 0.43, 1
0.44, 0.52, 0.48, 0.5, 0.43, 0.47, 0.54, 2
0.4, 0.5, 0.48, 0.5, 0.65, 0.82, 0.84, 2
0.47, 0.55, 0.48, 0.5, 0.58, 0.71, 0.75, 2
0.63, 0.54, 0.48, 0.5, 0.65, 0.79, 0.81, 2
0.7, 0.4, 0.48, 0.5, 0.56, 0.86, 0.83, 2
0.6, 0.5, 1.0, 0.5, 0.54, 0.77, 0.8, 2
0.16, 0.51, 0.48, 0.5, 0.33, 0.39, 0.48, 2
0.89, 0.55, 0.48, 0.5, 0.51, 0.72, 0.76, 2
0.51, 0.4, 0.48, 0.5, 0.57, 0.62, 0.67, 2
0.5, 0.57, 0.48, 0.5, 0.71, 0.61, 0.66, 2
0.37, 0.47, 0.48, 0.5, 0.39, 0.76, 0.79, 2
0.58, 0.55, 0.48, 0.5, 0.57, 0.7, 0.74, 2
0.31, 0.44, 0.48, 0.5, 0.5, 0.79, 0.82, 2
0.61, 0.66, 0.48, 0.5, 0.46, 0.87, 0.88, 2
0.11, 0.5, 0.48, 0.5, 0.58, 0.72, 0.68, 2
0.71, 0.52, 0.48, 0.5, 0.64, 1.0, 0.99, 2
0.85, 0.53, 0.48, 0.5, 0.53, 0.52, 0.35, 1
0.67, 0.37, 0.48, 0.5, 0.54, 0.64, 0.68, 1
0.47, 0.46, 0.48, 0.5, 0.62, 0.74, 0.77, 1
0.76, 0.41, 0.48, 0.5, 0.5, 0.59, 0.62, 1
0.7, 0.53, 0.48, 0.5, 0.7, 0.86, 0.87, 1
0.64, 0.45, 0.48, 0.5, 0.67, 0.61, 0.66, 1
0.84, 0.54, 0.48, 0.5, 0.75, 0.92, 0.7, 1
0.57, 0.38, 0.48, 0.5, 0.06, 0.49, 0.33, 1
0.74, 0.9, 0.48, 0.5, 0.57, 0.53, 0.29, 1
0.64, 0.57, 0.48, 0.5, 0.7, 0.33, 0.26, 1
0.69, 0.59, 0.48, 0.5, 0.77, 0.39, 0.21, 1
0.77, 0.57, 1.0, 0.5, 0.37, 0.54, 0.01, 1
0.66, 0.49, 1.0, 0.5, 0.54, 0.56, 0.36, 1
0.67, 0.55, 1.0, 0.5, 0.66, 0.58, 0.16, 1
0.65, 0.57, 0.48, 0.5, 0.47, 0.47, 0.51, 1
0.63, 0.57, 0.48, 0.5, 0.49, 0.7, 0.2, 1
0.63, 0.65, 0.48, 0.5, 0.39, 0.44, 0.35, 1
0.64, 0.66, 0.48, 0.5, 0.41, 0.39, 0.2, 1
0.69, 0.59, 0.48, 0.5, 0.46, 0.44, 0.52, 1
0.68, 0.67, 0.48, 0.5, 0.49, 0.4, 0.34, 1
0.64, 0.81, 0.48, 0.5, 0.37, 0.39, 0.44, 1
