0.771072,0.459312,1.000000
0.875173,0.100168,1.000000
0.617518,0.539426,1.000000
-0.164243,-0.038233,3.000000
0.790682,0.861002,1.000000
0.821746,1.309176,1.000000
-1.156864,0.368595,3.000000
-1.474333,0.582300,3.000000
-0.444550,-0.559088,2.000000
0.137856,1.071501,1.000000
-0.884352,0.564022,3.000000
-0.045120,-0.067202,3.000000
0.687416,-1.723958,1.000000
-0.106413,-0.018007,3.000000
0.589366,0.783736,1.000000
0.803631,1.435833,1.000000
-1.529507,0.160856,3.000000
0.052927,1.202883,3.000000
-0.564599,0.986445,3.000000
-0.298101,0.385780,1.000000
0.197838,0.209416,1.000000
0.384712,0.698896,1.000000
0.290202,0.471930,1.000000
-0.097078,0.364009,1.000000
1.177154,0.392916,1.000000
0.132793,0.133595,1.000000
0.040824,-0.146177,3.000000
-0.145030,0.181960,1.000000
0.075398,1.475309,3.000000
-1.046824,0.288581,1.000000
-0.432585,1.765656,3.000000
1.173353,-0.436967,1.000000
1.389991,-0.180502,1.000000
0.781530,1.745320,3.000000
-0.271096,-0.712043,2.000000
0.072672,0.861205,1.000000
-0.103526,0.143919,1.000000
-0.831837,0.660855,3.000000
1.346275,0.639180,1.000000
1.410384,0.081596,1.000000
0.141418,1.290758,3.000000
-0.188912,0.996095,1.000000
0.717585,1.627192,1.000000
-1.476757,0.895026,3.000000
-1.129640,1.310517,3.000000
-0.586625,-0.016140,3.000000
-0.464045,0.512539,3.000000
1.151146,1.181042,3.000000
0.000000,-0.000000,2.000000
-0.233484,1.704147,3.000000
0.110996,0.062585,1.000000
-0.217978,-0.059563,3.000000
-0.669748,0.342205,3.000000
-0.778556,-0.522450,3.000000
-0.506312,-0.322572,3.000000
-0.360796,-0.211490,3.000000
0.177936,0.459850,1.000000
-0.178562,1.473988,1.000000
-1.366433,0.465376,3.000000
-0.862023,1.588994,3.000000
0.127841,-0.556945,2.000000
0.031074,-0.092740,3.000000
1.715847,0.488149,1.000000
-0.068795,0.168632,3.000000
-0.167898,1.028545,3.000000
0.064418,1.705361,3.000000
0.715731,0.268803,1.000000
0.086266,0.412121,1.000000
0.256846,1.077853,1.000000
0.737494,-1.152683,1.000000
-1.811129,0.002064,3.000000
0.044055,0.385301,1.000000
-0.265665,0.314209,3.000000
-1.014041,0.798773,1.000000
-0.076267,1.981670,3.000000
0.356012,-1.315561,1.000000
-0.300339,1.131126,3.000000
-0.279063,1.878201,3.000000
0.928097,-0.496658,1.000000
-0.533631,0.809460,1.000000
0.183179,0.650605,1.000000
0.065745,0.274793,1.000000
-1.281864,-0.337163,3.000000
-0.848798,-0.087428,3.000000
0.105640,-0.158497,2.000000
0.710909,1.815160,3.000000
-0.541835,-0.070283,3.000000
-0.447246,0.892525,3.000000
0.330784,-1.389747,2.000000
-0.745966,0.172266,3.000000
1.771714,-0.671608,1.000000
-0.496430,-0.702293,3.000000
1.302216,0.575764,1.000000
-1.636242,0.631274,3.000000
1.485143,0.732559,3.000000
-1.954205,-0.087314,3.000000
-0.314967,0.979262,3.000000
-0.032436,0.829045,3.000000
-1.230442,-0.277666,3.000000
-0.339539,0.027374,3.000000
-0.260334,0.111750,3.000000
-0.436555,-0.129338,3.000000
-0.752033,1.591837,3.000000
0.386303,-1.719034,2.000000
0.205760,1.792614,3.000000
0.167559,0.410319,1.000000
-0.622439,0.848443,3.000000
0.782615,1.755917,3.000000
1.345980,-1.012375,1.000000
-0.233060,-0.037690,3.000000
-0.328775,1.736463,1.000000
-0.318361,0.689008,1.000000
-0.364117,0.112542,3.000000
-0.631586,0.126766,3.000000
-0.687383,-1.197720,2.000000
0.758743,1.023715,1.000000
-0.407533,0.636135,3.000000
0.010238,0.065689,1.000000
1.466790,-1.324631,3.000000
0.010057,-0.131150,3.000000
0.040256,0.696899,1.000000
1.578413,1.007548,1.000000
-0.119550,0.684410,3.000000
1.832403,-0.257558,1.000000
0.011833,0.132436,1.000000
1.198233,0.277370,1.000000
0.853620,-1.334891,1.000000
0.762614,1.709444,3.000000
-0.911304,0.901150,3.000000
-0.350276,0.331532,3.000000
0.118401,1.093100,3.000000
1.767416,0.651461,1.000000
-0.440751,0.455825,3.000000
1.072625,0.749606,3.000000
-1.319742,0.338909,3.000000
-1.050185,-0.107273,3.000000
0.773695,-0.287788,1.000000
-0.519393,0.000538,3.000000
0.600639,0.753995,1.000000
0.937024,-0.654300,2.000000
0.638748,1.852499,3.000000
-1.767750,0.307328,3.000000
-0.029902,-0.015600,3.000000
-0.407442,0.903990,3.000000
-1.152462,1.008165,3.000000
0.308974,-1.975990,1.000000
1.606533,0.951249,1.000000
-0.866731,-0.009094,3.000000
0.715459,1.338489,3.000000
1.821484,-0.066959,1.000000
-0.948394,-0.415488,3.000000
-0.274878,1.027582,1.000000
1.287250,1.316833,3.000000
-1.178536,-0.066983,3.000000
-0.857094,1.236145,3.000000
0.214308,1.177330,1.000000
-0.220324,-0.323294,3.000000
1.789092,0.145686,1.000000
-0.074708,-0.276772,3.000000
-0.331463,1.924446,3.000000
-0.278109,1.622202,3.000000
1.395639,0.700452,3.000000
-0.188755,0.006601,3.000000
0.175551,0.301669,1.000000
-0.536743,0.146939,3.000000
-0.050753,-0.018334,3.000000
0.651262,-0.218631,1.000000
-1.163557,1.325716,3.000000
-0.493360,0.671247,3.000000
-0.594418,-0.471727,3.000000
-0.054693,-0.123323,3.000000
-0.827337,-0.280283,3.000000
0.421393,-0.311134,2.000000
-0.495292,0.238553,3.000000
-1.466999,0.142067,3.000000
-0.475954,0.053227,3.000000
-0.145921,0.693966,1.000000
-1.094740,-0.055010,3.000000
-0.842511,1.398153,3.000000
1.023298,0.576496,1.000000
1.500666,0.188555,1.000000
-0.991964,1.563469,3.000000
-0.373162,0.092625,3.000000
0.416234,1.126219,3.000000
-0.186597,0.307996,1.000000
0.773113,-0.218235,1.000000
-0.335083,0.077876,3.000000
