-0.185846,0.309999,1.000000
0.248325,0.078118,1.000000
-0.150056,0.125576,1.000000
-0.409687,0.712322,1.000000
0.056650,0.529693,1.000000
0.043515,0.558140,1.000000
0.197292,0.311309,1.000000
0.709452,-0.435486,1.000000
-0.300980,-0.631437,1.000000
0.460272,0.194842,1.000000
0.230071,0.497743,1.000000
0.170865,-0.183983,1.000000
0.079598,0.554058,1.000000
0.144888,0.023903,1.000000
0.120296,0.514439,1.000000
-0.816217,0.078143,1.000000
-0.600639,-0.291694,1.000000
-0.322680,-0.250833,1.000000
0.386323,-0.204471,1.000000
-0.575638,0.122010,1.000000
0.347676,-0.487229,1.000000
-0.231301,-0.576420,1.000000
0.084518,-0.713585,1.000000
-0.107030,-1.035242,2.000000
-0.072010,1.003533,2.000000
0.550052,-0.968344,2.000000
1.049553,-0.535235,2.000000
1.022841,-0.190446,2.000000
1.085896,0.474698,2.000000
-0.869663,1.125435,2.000000
1.185704,0.718953,2.000000
1.211944,0.261251,2.000000
0.349800,-1.004055,2.000000
-0.518667,0.853202,2.000000
0.841984,-0.369207,2.000000
-0.889514,-0.815810,2.000000
1.118632,0.013043,2.000000
1.246892,-0.062004,2.000000
-0.730956,0.757922,2.000000
-0.412998,-0.926698,2.000000
0.924027,-0.184902,2.000000
-0.868293,0.534629,2.000000
-0.277544,1.291274,2.000000
-0.482314,1.098983,2.000000
-0.592394,-0.863991,2.000000
-1.062394,0.428307,2.000000
1.238283,0.021272,2.000000
-1.176173,0.487560,2.000000
0.097078,0.968645,2.000000
-0.297564,1.375707,2.000000
0.895193,0.635172,2.000000
1.311167,-0.224319,2.000000
-1.288308,0.292715,2.000000
-1.105705,-0.214921,2.000000
0.562881,-0.879814,2.000000
-0.832356,0.471416,2.000000
-0.817682,-1.133830,2.000000
1.006293,-0.576892,2.000000
1.206509,-0.816936,2.000000
-0.649373,1.321304,2.000000
1.275391,-0.151714,2.000000
-0.877983,-0.826880,2.000000
1.257619,0.406056,2.000000
0.463206,-1.367138,2.000000
1.038606,0.093158,2.000000
-0.414627,-0.995174,2.000000
-0.970124,-0.397558,2.000000
-0.972765,0.406622,2.000000
1.281644,0.557691,2.000000
-0.297482,1.311984,2.000000
0.177701,-1.335344,2.000000
0.923509,-1.050623,2.000000
0.061883,-0.927553,2.000000
0.835692,-1.129707,2.000000
-1.209695,0.599929,2.000000
-0.881068,-0.712221,2.000000
-0.963759,-0.957151,2.000000
0.890198,1.035249,2.000000
-0.964923,0.686051,2.000000
-1.222128,0.712998,2.000000
0.899600,0.307300,2.000000
-0.224853,-0.928792,2.000000
1.191086,-0.818605,2.000000
0.750873,0.654431,2.000000
0.692858,0.582571,2.000000
-0.994429,0.249548,2.000000
-1.055639,-0.353686,2.000000
-0.300860,-1.209477,2.000000
-0.488849,-1.119617,2.000000
0.533359,0.839469,2.000000
0.324057,-1.147691,2.000000
-0.856349,-0.611634,2.000000
0.379153,1.230222,2.000000
1.062657,-0.375634,2.000000
1.092107,-0.547905,2.000000
0.840620,0.546734,2.000000
-0.524567,1.352203,2.000000
-0.645964,-0.799192,2.000000
0.996267,-0.493757,2.000000
0.870068,0.495682,2.000000
-1.050141,0.757495,2.000000
1.021515,0.918915,2.000000
0.963376,0.412781,2.000000
-0.709580,-1.258505,2.000000
-0.053121,1.223569,2.000000
1.166371,0.530976,2.000000
-1.013896,0.085687,2.000000
-0.846434,0.925672,2.000000
-0.905732,-0.653766,2.000000
-0.443282,-0.884803,2.000000
0.538756,-0.920674,2.000000
-1.121244,0.929410,2.000000
0.055725,1.094192,2.000000
-1.111580,-0.035826,2.000000
1.142823,0.751933,2.000000
-1.089633,-0.784762,2.000000
-1.188963,-0.049880,2.000000
0.573744,-1.276304,2.000000
0.323185,1.283817,2.000000
0.082440,-1.457551,2.000000
0.822545,-1.220844,2.000000
0.453509,-0.982294,2.000000
-0.822076,-1.219284,2.000000
0.598794,0.668340,2.000000
0.492884,0.833603,2.000000
-0.643518,0.927840,2.000000
-0.234924,-0.893515,2.000000
-0.426358,1.148446,2.000000
-0.852387,0.475366,2.000000
0.890383,0.575205,2.000000
-0.701992,-0.662901,2.000000
-0.187144,0.985730,2.000000
-0.646573,-1.081548,2.000000
-0.447322,1.281016,2.000000
-0.558302,-1.100154,2.000000
-0.189120,0.921650,2.000000
-1.150994,0.375698,2.000000
-1.096220,-0.067871,2.000000
-0.984993,0.198680,2.000000
-0.717016,-1.284584,2.000000
0.538296,1.072507,2.000000
-1.000331,-0.677745,2.000000
-0.771741,-0.497962,2.000000
0.156694,1.023531,2.000000
0.358345,-1.196558,2.000000
-1.064220,-0.009845,2.000000
-0.483617,0.841781,2.000000
0.861437,0.251317,2.000000
-0.966976,-0.047711,2.000000
0.933128,-0.222721,2.000000
-1.271919,0.211397,2.000000
-0.583599,1.038379,2.000000
1.322744,-0.169123,2.000000
0.338553,-0.937926,2.000000
-1.021233,0.708356,2.000000
1.096070,0.425321,2.000000
-0.549557,0.859588,2.000000
-0.991697,-0.632880,2.000000
0.822783,-0.962651,2.000000
0.994447,0.646006,2.000000
-0.513867,-1.059214,2.000000
0.327811,0.952478,2.000000
0.645890,-1.099045,2.000000
1.124353,-0.334077,2.000000
0.496874,1.069771,2.000000
